unitUIID	sortUI	file	fileVerFlags	unitSound	tilesetSpecific	name	unitClass	special	campaign	inEditor	hiddenInEditor	hostilePal	dropItems	nbmmIcon	useClickHelper	hideHeroBar	hideHeroMinimap	hideHeroDeathMsg	hideOnMinimap	blend	scale	legacyScale	scaleBull	maxPitch	maxRoll	elevPts	elevRad	fogRad	walk	run	selZ	weap1	weap2	teamColor	customTeamColor	armor	modelScale	legacyModelScale	red	green	blue	uberSplat	unitShadow	buildingShadow	shadowW	shadowH	shadowX	shadowY	shadowOnWater	selCircOnWater	occH	InBeta
ndrs	z2	units\other\DranaiMage\DranaiMage	0	Draenei	0	draeneiseer	draenei	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	185	185	0	_	_	-1	0	Flesh	1.1	1.1	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	0
ndrw	z2	units\other\Dranai\Dranai	0	Draenei	0	draeneiwatcher	draenei	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.05	1.05	1	10	10	-	20	0	210	210	0	MetalMediumSlice	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
ndrl	z2	units\other\Dranai\Dranai	0	Draenei	0	draeneilaborer	draenei	0	1	1	0	1	1	-	0	0	0	0	0	0.15	0.8	0.8	1	10	10	-	20	0	180	180	0	MetalLightChop	AxeMediumChop	-1	0	Flesh	0.8	0.8	210	210	255	_	Shadow	_	120	120	50	50	1	0	0	0
ndsa	n2	units\creeps\ThunderLizardVizier\ThunderLizardVizier	0	KotoBeastNoRider	0	draeneisalamander	salamander	0	1	1	0	1	1	-	0	0	0	0	0	0.15	2	2	1	45	10	-	50	0	100	240	0	_	_	-1	0	Flesh	0.9	0.9	255	190	255	_	Shadow	_	240	240	120	120	1	0	0	1
negz	z2	units\creeps\GoblinSapper\GoblinSapper	0	GoblinSapper	0	engineergazlowe		1	1	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	150	150	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nemi	z2	units\creeps\HumanMage\HumanMage	0	HumanMage	0	emissary	HUnit16	0	1	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	200	200	0	_	_	-1	0	Flesh	1.1	1.1	255	255	255	_	shadow	_	80	80	40	40	1	0	0	0
nfgl	z2	units\other\FleshGolem\FleshGolem	0	abomination	0	fleshgolem		0	1	1	0	1	1	-	0	0	0	0	0	0.15	3	3	1	10	10	-	20	0	150	150	0	WoodMediumBash	_	-1	0	Flesh	1.75	1.75	255	255	255	_	Shadow	_	180	180	75	75	1	0	0	0
ngbl	z2	units\creeps\IronGolem\IronGolem	0	IronGolem	0	goblinblaster	goblin	1	1	1	0	0	1	-	0	0	0	0	0	0.15	1.75	1.75	1	10	10	-	50	0	200	200	0	_	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	230	230	95	95	1	0	0	0
nhea	z2	units\creeps\HighElfArcher\HighElfArcher	0	Archer	0	highelvenarcher	HUnit20	0	1	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
nhef	z2	units\critters\ElfVillagerWoman\ElfVillagerWoman	0	VillagerWoman	0	highelvenfemale	HUnit17	0	1	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	shadow	_	80	80	40	40	1	0	0	0
nhem	z2	units\critters\HighElfPeasant\HighElfPeasant	0	VillagerMan	0	highelvenmale	HUnit19	0	1	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	shadow	_	80	80	40	40	1	0	0	0
nhew	z2	units\critters\HighElfPeasant\HighElfPeasant	0	BloodElfWorker	0	bloodelfworker		0	1	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	shadow	_	80	80	40	40	1	0	0	0
njks	z2	units\creeps\Bandit\Bandit	0	Bandit	0	jailorkassan		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	30	0	200	200	0	MetalMediumChop	_	-1	0	Flesh	1.5	1.5	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nmdm	z2	units\creeps\Medivh\Medivh	0	Medivh	0	medivhmorphed	HUnit23	1	1	1	0	0	1	-	0	0	0	0	0	0.15	1.25	1.25	1	33	25	2	50	0	200	200	230	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
nmed	z2	units\creeps\Medivh\Medivh	0	Medivh	0	medivh	HUnit22	0	1	1	0	0	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
nmpe	z2	units\creeps\MurgulSlave\MurgulSlave	0	murloc	0	murgulslave		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	MetalLightChop	AxeMediumChop	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	120	120	50	50	1	1	0	0
nmsh	z2	units\creeps\GrizzlyBear\GrizzlyBear	0	GrizzlyBear	0	misha		1	1	1	0	-	1	-	0	0	0	0	0	0.15	1.4	1.4	1	45	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nser	z2	units\creeps\BlackDragon\BlackDragon	0	AzureDragon	0	searinox	HUnit24	0	1	1	0	0	1	-	0	0	0	0	0	0.15	2.25	2.25	1	33	25	2	100	0	200	200	230	_	_	-1	0	Flesh	1.4	1.4	255	200	200	_	ShadowFlyer	_	220	220	110	110	1	0	0	0
nspc	z2	doodads\underground\terrain\SupportBeam\SupportBeam	0		0	supportcolumn		0	1	1	0	0	1	-	0	0	0	0	0	0.15	3	3	1	0	0	-	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	80	80	40	40	1	0	0	0
nssn	z2	units\creeps\assassin\assassin	0	Assassin	0	nightelfassassin		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.15	1.15	1	10	10	-	20	0	290	290	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	60	60	1	0	0	0
nthr	z2	units\creeps\GreenDragon\GreenDragon	0	AzureDragon	0	tharifas	EUnit14	0	1	1	0	-	1	-	0	0	0	0	0	0.15	2.25	2.25	1	33	25	2	100	0	200	200	230	_	_	-1	0	Flesh	1.4	1.4	255	255	255	_	ShadowFlyer	_	180	180	90	90	1	0	0	0
nw2w	z2	units\creeps\ChaosWarlockGreen\ChaosWarlockGreen	0	Shaman	0	war2warlock	OUnit18	0	1	1	0	0	1	-	0	0	0	0	0	0.15	1.15	1.15	1	10	10	-	50	0	250	250	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	150	150	60	60	1	0	0	0
nwat	z2	units\creeps\watcher\watcher	0	Watcher	0	watcher		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	290	290	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	0
odkt	z2	units\creeps\OrcWarlockRed\OrcWarlockRed	0	ShamanX	0	drakthul		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1.2	1.2	255	220	255		Shadow	_	120	120	50	50	1	0	0	0
ogrk	z2	units\orc\Grunt\Grunt	0	Grunt	0	garthok		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	240	240	0	MetalMediumChop	_	-1	0	Flesh	1.1	1.1	255	255	255	_	Shadow	_	140	140	60	60	1	0	0	0
ojgn	z2	Units\Critters\OrcJuggernaught\OrcJuggernaught	0	Boat	0	juggernaut	boat	0	1	1	0	-	1	-	0	0	0	0	0	0.15	4	4	1	0	0	-	50	0	240	240	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	120	120	50	50	1	1	0	0
omtg	z2	units\demon\ChaosWarlord\ChaosWarlord	0	ChaosWarlord	0	mathog		1	1	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	240	240	0	MetalMediumChop	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
onzg	z2	units\orc\WolfRider\WolfRider	0	Nazgrel	0	nazgrel		1	1	1	0	-	1	-	0	0	0	0	0	0.15	1.6	1.6	1	45	10	-	30	0	360	360	0	MetalMediumSlice	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	190	190	75	75	1	0	0	0
oosc	z2	units\orc\KotoBeastNoRider\KotoBeastNoRider	0	KotoBeastNoRider	0	kotobeastnorider		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	10	2	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	240	240	120	120	1	0	0	0
oswy	z2	units\orc\SpiritWyvern\SpiritWyvern	0	Hippogryph	0	spiritwyvern		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.75	1.75	1	33	0	2	50	0	200	200	230	_	_	-1	0	Ethereal	1	1	255	255	255	_	ShadowFlyer	_	180	180	90	90	1	0	0	0
ovlj	z2	units\orc\WitchDoctor\WitchDoctor	0	WitchDoctor	0	voljin		1	1	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	60	60	1	0	0	0
owar	z2	units\demon\ChaosWarlord\ChaosWarlord	0	ChaosWarlord	0	chaoswarlord		0	1	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	240	240	0	MetalMediumChop	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
ownr	z2	units\orc\RiderlessWyvern\RiderlessWyvern	0	Hippogryph	0	riderlesswyvern		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.75	1.75	1	33	0	2	50	0	200	200	230	_	_	-1	0	Flesh	1	1	255	255	255	_	ShadowFlyer	_	180	180	90	90	1	0	0	0
uabc	z2	units\undead\AbominationCIN\AbominationCIN	0	Abomination	0	abominationcinematic		1	1	1	0	-	1	-	0	0	0	0	0	0.3	2.1	2.1	1	10	10	-	50	0	210	210	0	MetalHeavyChop	_	-1	0	Flesh	0.9	0.9	255	255	255	_	Shadow	_	230	230	95	95	1	0	0	0
uarb	z2	units\undead\UndeadAirBarge\UndeadAirBarge	0		0	airbarge		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	33	25	2	100	0	200	200	230	_	_	-1	0	Wood	1	1	255	255	255	_	ShadowFlyer	_	160	160	80	80	1	0	0	0
ubdd	z2	units\undead\FrostWyrm\FrostWyrm	0	FrostWyrm	0	azurelordfrostwyrm		0	1	1	0	-	1	-	0	0	0	0	0	0.4	2.5	2.5	1	33	25	2	100	0	200	200	230	_	_	-1	0	Flesh	2	2	255	255	255	_	ShadowFlyer	_	350	350	175	175	1	0	0	0
ubdr	z2	units\creeps\AzureDragon\AzureDragon	0	AzureDragon	0	azureloredragon		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2.7	2.7	1	33	25	2	100	0	200	200	230	_	_	-1	0	Flesh	2.25	2.25	200	180	255	_	ShadowFlyer	_	400	400	200	200	1	0	0	0
ubot	z2	units\creeps\UndeadTransportShip\UndeadTransportShip	0	Boat	0	undeadtransportship	boat	0	1	1	0	-	1	-	0	0	0	0	0	0.15	3	3	1	0	0	-	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	120	120	50	50	1	1	0	0
udes	z2	units\creeps\UndeadDestroyerShip\UndeadDestroyerShip	0	Boat	0	undeaddestroyer	boat	0	1	1	0	-	1	-	0	0	0	0	0	0.15	3	3	1	0	0	-	50	0	240	240	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	200	200	90	90	1	1	0	0
uktg	z2	units\undead\KelThuzadGhost\KelThuzadGhost	0	KelThuzadLich	0	kelthuzadghost		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	30	0	200	200	0	_	_	-1	0	Flesh	1.15	1.15	125	255	200	_	Shadow	_	140	140	70	70	1	0	0	0
uktn	z2	units\undead\Kelthuzad\Kelthuzad	0	KelThuzadNecro	0	kelthuzadnecro		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	30	0	200	200	0	_	_	-1	0	Flesh	1.15	1.15	125	255	200	_	Shadow	_	140	140	70	70	1	0	0	0
uswb	z2	units\creeps\BansheeGhost\BansheeGhost	0	Banshee	0	sylvanusbanshee		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.3	1.3	1	0	0	-	50	0	200	200	0	_	_	-1	0	Ethereal	1.3	1.3	120	150	255	_	ShadowFlyer	_	120	120	50	50	1	0	0	0
hprt	z2	doodads\cinematic\ShimmeringPortal\ShimmeringPortal	0		0	shimmeringportal		1	1	1	0	-	1	-	0	0	0	0	0	0.15	3.5	3.5	1	25	25	-	50	0	200	200	0	_	_	-1	0	Ethereal	1	1	255	255	255	_	_	_					1	0	0	0
haro	z3	buildings\other\ArcaneObservatory\ArcaneObservatory	0	ArcaneObservatory	0	arcaneobservatory		0	1	1	0	-	1	-	0	0	0	0	0	0.15	6.3	6.3	1	0	0	4	100	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	EMDB	_	ShadowArcaneObservatory					1	0	0	0
nbfl	z3	buildings\other\FountainOfLifeBlood\FountainOfLifeBlood	0	FountainOfLifeBlood	0	bloodfountain	OBuilding14	0	1	1	0	0	1	1	0	0	0	0	0	0.15	5	5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OMED	_	BuildingShadowLarge					1	0	0	0
nbsm	z3	buildings\other\BookOfSummoning\BookOfSummoning	0	BookOfSummoning	0	bookofsummoning	UBuilding19	0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	0	0
nbt1	z3	buildings\other\TowerDefenseTower\TowerDefenseTower	0	ElvenGuardTower	0	bouldertower		0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HSMA	_	ShadowCannonTower					1	0	0	0
nbt2	z3	buildings\other\TowerDefenseTower\TowerDefenseTower	0	ElvenGuardTower	0	bouldertowerupgrade		0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HSMA	_	ShadowCannonTower					1	0	0	0
nbwd	z3	buildings\other\BarrowDens\BarrowDens	0	BarrowDen	0	barrowden		0	1	1	0	0	1	1	0	0	0	0	0	0.15	4.2	4.2	1	7	7	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	EMDB	_	ShadowHuntersHall					1	0	0	0
ncap	z3	buildings\demon\CorruptedAncientProtector\CorruptedAncientProtector	0	AncientProtector	0	corruptedancientprotector	EBuilding17	0	1	1	0	0	1	1	0	0	0	0	0	0.4	4	4	1	0	0	-	50	0	125	125	0	WoodHeavyBash	_	-1	0	Wood	1	1	255	255	255	ESMA	Shadow	ShadowAncientProtector	300	300	125	125	1	0	0	0
ncaw	z3	buildings\demon\CorruptedAncientofWar\CorruptedAncientofWar	0	AncientOfWar	0	corruptedancientofwar	EBuilding18	0	1	1	0	0	1	1	0	0	0	0	0	0.4	4	4	1	0	0	4	50	0	100	100	0	WoodHeavyBash	_	-1	0	Stone	1	1	255	255	255	EMDA	Shadow	ShadowAncientofWar	500	500	200	200	1	0	0	0
ncmw	z3	buildings\demon\CorruptedMoonWell\CorruptedMoonWell	0	MoonWell	0	corruptedmoonwell	EBuilding13	0	1	1	0	0	1	1	0	0	0	0	0	0.15	3	3	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	ESMB	_	ShadowMoonWell					1	0	0	0
ncta	z3	buildings\demon\CorruptedTreeofLife\CorruptedTreeofLife	0	TreeofLife	0	corruptedtreeofages	EBuilding15	0	1	1	0	0	1	1	0	0	0	0	0	0.4	4.75	4.75	1	0	0	4	50	0	100	100	0	WoodHeavyBash	_	-1	0	Wood	1.15	1.15	255	255	255	EMDA	Shadow	ShadowTreeofLife	500	500	200	200	1	0	0	0
ncte	z3	buildings\demon\CorruptedTreeofLife\CorruptedTreeofLife	0	TreeofLife	0	corruptedtreeofeternity	EBuilding16	0	1	1	0	0	1	1	0	0	0	0	0	0.4	4.75	4.75	1	0	0	4	50	0	100	100	0	WoodHeavyBash	_	-1	0	Wood	1.3	1.3	255	255	255	EMDA	Shadow	ShadowTreeofLife	500	500	200	200	1	0	0	0
nctl	z3	buildings\demon\CorruptedTreeofLife\CorruptedTreeofLife	0	TreeofLife	0	corruptedtreeoflife	EBuilding14	0	1	1	0	0	1	1	0	0	0	0	0	0.4	4.75	4.75	1	0	0	4	50	0	100	100	0	WoodHeavyBash	_	-1	0	Wood	1	1	255	255	255	EMDA	Shadow	ShadowTreeofLife	500	500	200	200	1	0	0	0
ndfl	z3	buildings\other\FountainOfLifeDefiled\FountainOfLifeDefiled	0	FountainOfLifeDefiled	0	defiledfountainoflife	OBuilding15	0	1	1	0	0	1	1	0	0	0	0	0	0.15	5	5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OMED	_	BuildingShadowLarge					1	0	0	0
ndgt	z3	buildings\other\DalaranGuardTower\DalaranGuardTower	0	ElvenGuardTower	0	dalaranguardtower	HBuilding21	0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HSMA	_	ShadowCannonTower					1	0	0	0
ndke	z3	buildings\other\DarkPortal2\DarkPortal2	0		0	darkportalse		0	1	1	0	0	1	1	0	0	0	0	0	0.15	8.5	8.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	DPSE	_	ShadowPortalSE					1	0	200	0
ndkw	z3	buildings\other\DarkPortal\DarkPortal	0		0	darkportalsw		0	1	1	0	0	1	1	0	0	0	0	0	0.15	8.5	8.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	DPSW	_	ShadowPortalSW					1	0	200	0
ndmg	z3	buildings\demon\DemonGate\DemonGate	0	DemonGate	0	demongate	UBuilding16	0	1	1	0	0	1	1	0	0	0	0	0	0.15	5	5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	NDGS	_	ShadowDemonGate					1	0	200	0
ndrb	z3	buildings\other\DragonBuilding\DragonBuilding	0	DragonRoost	0	dragonbuilding	OBuilding13	0	1	1	0	0	1	1	0	0	0	0	0	0.15	3.5	3.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	OLAR	_	BuildingShadowLarge					1	0	200	0
ndt1	z3	buildings\other\TowerDefenseTower\TowerDefenseTower	0	ElvenGuardTower	0	coldtower		0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HSMA	_	ShadowCannonTower					1	0	0	0
ndt2	z3	buildings\other\TowerDefenseTower\TowerDefenseTower	0	ElvenGuardTower	0	coldtowerupgrade		0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HSMA	_	ShadowCannonTower					1	0	0	0
nef0	z3	buildings\other\ElvenVillageBuilding0\ElvenVillageBuilding0	0	ElvenFarm	0	elvenfarm0	HBuilding23	0	1	1	0	0	1	1	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	HMED	_	BuildingShadowSmall					1	0	0	0
nef1	z3	buildings\other\ElvenVillageBuilding1\ElvenVillageBuilding1	0	ElvenFarm	0	elvenfarm1	HBuilding23	0	1	1	0	0	1	1	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	HMED	_	BuildingShadowSmall					1	0	0	0
nef2	z3	buildings\other\ElvenVillageBuilding2\ElvenVillageBuilding2	0	ElvenFarm	0	elvenfarm2	HBuilding23	0	1	1	0	0	1	1	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	HMED	_	BuildingShadowSmall					1	0	0	0
nef3	z3	buildings\other\ElvenVillageBuilding3\ElvenVillageBuilding3	0	ElvenFarm	0	elvenfarm3	HBuilding23	0	1	1	0	0	1	1	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	HMED	_	BuildingShadowSmall					1	0	0	0
nef4	z3	buildings\other\ElvenVillageBuilding4\ElvenVillageBuilding4	0	ElvenFarm	0	elvenfarm4	HBuilding23	0	1	1	0	0	1	1	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	HMED	_	BuildingShadowSmall					1	0	0	0
nef5	z3	buildings\other\ElvenVillageBuilding5\ElvenVillageBuilding5	0	ElvenFarm	0	elvenfarm5	HBuilding23	0	1	1	0	0	1	1	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	HMED	_	BuildingShadowSmall					1	0	0	0
nef6	z3	buildings\other\ElvenVillageBuilding6\ElvenVillageBuilding6	0	ElvenFarm	0	elvenfarm6	HBuilding23	0	1	1	0	0	1	1	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	HMED	_	BuildingShadowSmall					1	0	0	0
nef7	z3	buildings\other\ElvenVillageBuilding7\ElvenVillageBuilding7	0	ElvenFarm	0	elvenfarm7	HBuilding23	0	1	1	0	0	1	1	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	HMED	_	BuildingShadowSmall					1	0	0	0
nefm	z3	buildings\other\ElvenFarm\ElvenFarm	0	ElvenFarm	0	elvenfarm	HBuilding23	0	1	1	0	0	1	1	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	HSMA	_	BuildingShadowSmall					1	0	0	0
negf	z3	buildings\other\ElvenGuardFireTower\ElvenGuardFireTower	0	ElvenGuardTower	0	earthfurytower	HBuilding19	0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HSMA	_	ShadowCannonTower					1	0	0	0
negm	z3	buildings\other\ElvenGuardMagicTower\ElvenGuardMagicTower	0	ElvenGuardTower	0	skyfurytower	HBuilding18	0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HSMA	_	ShadowCannonTower					1	0	0	0
negt	z3	buildings\other\ElvenGuardTower\ElvenGuardTower	0	ElvenGuardTower	0	elvenguardtower	HBuilding20	0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HSMA	_	ShadowCannonTower					1	0	0	0
net1	z3	buildings\other\TowerDefenseTower\TowerDefenseTower	0	ElvenGuardTower	0	energytower		0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HSMA	_	ShadowCannonTower					1	0	0	0
net2	z3	buildings\other\TowerDefenseTower\TowerDefenseTower	0	ElvenGuardTower	0	energytowerupgrade		0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HSMA	_	ShadowCannonTower					1	0	0	0
nfnp	z3	buildings\other\FountainOfPower\FountainOfPower	0	FountainOfLife	0	purplefountain	EBuilding19	0	1	1	0	0	1	1	0	0	0	0	0	0.15	5	5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OMED	_	BuildingShadowLarge					1	0	0	0
nfrm	z3	buildings\other\Frostmourne\Frostmourne	0	Frostmourne	0	frostmourne	UBuilding18	0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	0	0
nfrt	z3	buildings\other\FruitStand\FruitStand	0		0	fruitstand		0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	HMED	_	BuildingShadowSmall					1	0	200	0
nft1	z3	buildings\other\TowerDefenseTower\TowerDefenseTower	0	ElvenGuardTower	0	flametower		0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HSMA	_	ShadowCannonTower					1	0	0	0
nft2	z3	buildings\other\TowerDefenseTower\TowerDefenseTower	0	ElvenGuardTower	0	flametowerupgrade		0	1	1	0	0	1	1	0	0	0	0	0	0.15	2.5	2.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HSMA	_	ShadowCannonTower					1	0	0	0
nfv0	z3	buildings\other\ElvenFishVillageBuilding0\ElvenFishVillageBuilding0	0		0	elvenfishingvillage0		0	1	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	0
nfv1	z3	buildings\other\ElvenFishVillageBuilding1\ElvenFishVillageBuilding1	0		0	elvenfishingvillage1		0	1	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	0
nfv2	z3	buildings\other\ElvenFishVillageBuilding2\ElvenFishVillageBuilding2	0		0	elvenfishingvillage2		0	1	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	0
nfv3	z3	buildings\other\ElvenFishVillageBuilding3\ElvenFishVillageBuilding3	0		0	elvenfishingvillage3		0	1	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	0
